timestamp,open,high,low,close,volume
2012-01-01 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-02 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-03 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-04 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-05 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-08 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-09 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-10 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-11 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-12 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-15 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-16 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-17 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-18 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-19 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-22 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-23 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-24 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-25 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-26 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-29 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-30 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-01-31 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-01 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-02 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-06 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-07 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-08 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-09 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-12 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-13 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-14 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-15 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
2012-02-16 00:00:00+00:00,9.5,10.3,9.0,10.2,0.0
